Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 01/06  17:00:00,0.897522501318,2.34197002463,0.0,2.12465192241,0.0,0.0368679096857,0.0368679096857,0.0368679096857,0.103256447327,0.018551068589,0.065849142667,0.364207536,0.298260397049
 01/06  18:00:00,1.19670706348,3.43819982488,0.0,3.09420475648,0.0,0.0536920237653,0.0536920237653,0.0536920237653,0.191761982327,0.034451986089,0.0828891267443,0.442453949556,0.380927994994
 01/06  19:00:00,1.44520101613,3.39797949802,0.0,3.12088845707,0.0,0.0541550512633,0.0541550512633,0.0541550512633,0.285184488103,0.0512362872853,0.0834922952089,0.480371446455,0.450231447814
 01/06  20:00:00,1.43226827263,2.28856648513,0.0,2.1287645305,0.0,0.0369392734993,0.0369392734993,0.0369392734993,0.302393901077,0.054328132964,0.0747921860178,0.495837793874,0.457446985196
 01/06  21:00:00,1.34585919124,2.05612293382,0.0,1.9469208463,0.0,0.0337838406232,0.0337838406232,0.0337838406232,0.260599634224,0.0468193688037,0.0653297857535,0.512884036997,0.415912524833
 01/06  22:00:00,1.22723258602,1.99074154491,0.0,1.90455568061,0.0,0.0330487013348,0.0330487013348,0.0330487013348,0.218805336853,0.0393105991603,0.0584926622668,0.500910090608,0.366135195802
 01/06  23:00:00,1.01075803099,1.93163375717,0.0,1.86932527764,0.0,0.0324373676377,0.0324373676377,0.0324373676377,0.164718627801,0.0295933730176,0.0502967902808,0.433473489764,0.289708382485
 01/06  24:00:00,0.802566251797,2.02377993175,0.0,1.97572760512,0.0,0.0342837083763,0.0342837083763,0.0342837083763,0.113090388878,0.0203178359816,0.0435869416981,0.376680396822,0.20407698004
 01/07  01:00:00,0.582870864512,2.08859615022,0.0,2.05240097493,0.0,0.0356141789553,0.0356141789553,0.0356141789553,0.0590036798269,0.010600609839,0.0389770129118,0.311572063332,0.116573319647
 01/07  02:00:00,0.480296161275,2.16041462977,0.0,2.12591620214,0.0,0.0368898480327,0.0368898480327,0.0368898480327,0.0344188259487,0.00618369135735,0.0366038093052,0.286875798904,0.0687941877265
 01/07  03:00:00,0.452005615641,2.14075765061,0.0,2.11389256627,0.0,0.0366812085296,0.0366812085296,0.0366812085296,0.0245848691378,0.00441692122316,0.0345384536427,0.283549702685,0.0577044604228
 01/07  04:00:00,0.451195499403,2.14584712941,0.0,2.11925626691,0.0,0.0367742818602,0.0367742818602,0.0367742818602,0.0245848691378,0.00441692122316,0.0332769556732,0.279558387222,0.062054084287
 01/07  05:00:00,0.479705756841,2.1356950856,0.0,2.10242494331,0.0,0.0364822172109,0.0364822172109,0.0364822172109,0.0245848691378,0.00441692122316,0.0338304829616,0.268998031726,0.100863234582
 01/07  06:00:00,0.687063912178,2.13897801199,0.0,2.09618160404,0.0,0.0363738799977,0.0363738799977,0.0363738799977,0.0245848691378,0.00441692122316,0.0360452309657,0.300180183781,0.274932827072
 01/07  07:00:00,1.1074959118,2.45547086311,0.0,2.37987110457,0.0,0.0412965869947,0.0412965869947,0.0412965869947,0.0565452096987,0.0101589207324,0.0428581977933,0.346828683255,0.599278313326
 01/07  08:00:00,1.2976400029,2.46168373062,0.0,2.34761060052,0.0,0.0407367883107,0.0407367883107,0.0407367883107,0.115548889526,0.0207595305713,0.0522011846794,0.368531461085,0.674332148727
 01/07  09:00:00,1.17750142968,1.98509412708,0.0,1.8675504637,0.0,0.032406570273,0.032406570273,0.032406570273,0.11063191875,0.019876146875,0.0605081669804,0.311572063332,0.631976563467
 01/07  10:00:00,0.9811227711,1.60637783439,0.0,1.48756655434,0.0,0.0258129196591,0.0258129196591,0.0258129196591,0.0565452096987,0.0101589207324,0.0637657254319,0.265173021074,0.549136974504
 01/07  11:00:00,0.880611458675,1.22278610756,0.0,1.11538570899,0.0,0.0193546712994,0.0193546712994,0.0193546712994,0.0467112376283,0.00839214785663,0.0597797549385,0.271409451485,0.464434195467
 01/07  12:00:00,0.80605826498,1.10432428391,0.0,0.982129439788,0.0,0.0170423489626,0.0170423489626,0.0170423489626,0.0467112376283,0.00839214785663,0.0588912012469,0.27149260389,0.392998725395
 01/07  13:00:00,0.746095625354,0.989701417776,0.0,0.853032053583,0.0,0.0148021934223,0.0148021934223,0.0148021934223,0.0467112376283,0.00839214785663,0.0601596923813,0.266919221589,0.338581132477
 01/07  14:00:00,0.717497652042,0.858137832496,0.0,0.743027887981,0.0,0.0128933519788,0.0128933519788,0.0128933519788,0.0467112376283,0.00839214785663,0.0582516037592,0.276149138597,0.304570172222
 01/07  15:00:00,0.705873389071,0.946971865855,0.0,0.83522812676,0.0,0.0144932517273,0.0144932517273,0.0144932517273,0.0491697382757,0.00883384244632,0.0552107169154,0.291698638422,0.275937201284
 01/07  16:00:00,0.749697351288,1.18918796467,0.0,1.04970211363,0.0,0.018214900198,0.018214900198,0.018214900198,0.0614621804744,0.0110423044287,0.0576101118494,0.30791335749,0.282924496847
 01/07  17:00:00,0.916294163629,1.68065950896,0.0,1.46334140673,0.0,0.0253925540715,0.0253925540715,0.0253925540715,0.103256447327,0.018551068589,0.0671024077954,0.364207536,0.327254149846
 01/07  18:00:00,1.22676842054,2.99835473707,0.0,2.65435966867,0.0,0.0460596352305,0.0460596352305,0.0460596352305,0.191761982327,0.034451986089,0.08424901191,0.442453949556,0.417261855428
 01/07  19:00:00,1.47092129243,1.98825794323,0.0,1.71116690229,0.0,0.029692932826,0.029692932826,0.029692932826,0.285184488103,0.0512362872853,0.0852833183682,0.480371446455,0.498622819395
 01/07  20:00:00,1.47916926782,1.73056632968,0.0,1.57076437506,0.0,0.0272566054262,0.0272566054262,0.0272566054262,0.302393901077,0.054328132964,0.076857507091,0.495837793874,0.51196532739
 01/07  21:00:00,1.39462710416,1.77413362203,0.0,1.66493153451,0.0,0.0288906360612,0.0288906360612,0.0288906360612,0.260599634224,0.0468193688037,0.0671599615243,0.512884036997,0.467743466553
 01/07  22:00:00,1.26990989822,1.88777795173,0.0,1.80159208743,0.0,0.0312620310505,0.0312620310505,0.0312620310505,0.218805336853,0.0393105991603,0.0600180686125,0.500910090608,0.409073771931
 01/07  23:00:00,1.04927834215,2.105472676,0.0,2.04316419648,0.0,0.0354538982477,0.0354538982477,0.0354538982477,0.164718627801,0.0295933730176,0.0513238084703,0.433473489764,0.324185144849
 01/07  24:00:00,0.830231382907,2.32411085169,0.0,2.27605852507,0.0,0.0394951847202,0.0394951847202,0.0394951847202,0.113090388878,0.0203178359816,0.0442136254855,0.376680396822,0.22590395102
 01/08  01:00:00,0.590375546205,2.51226269122,0.0,2.47606751593,0.0,0.0429658301156,0.0429658301156,0.0429658301156,0.0590036798269,0.010600609839,0.0389770129118,0.311572063332,0.11672635018
 01/08  02:00:00,0.489269684631,2.67335566072,0.0,2.63885723309,0.0,0.0457906300402,0.0457906300402,0.0457906300402,0.0344188259487,0.00618369135735,0.0366038093052,0.286875798904,0.0688669290757
 01/08  03:00:00,0.46357009811,2.80410692529,0.0,2.77724184096,0.0,0.0481919416013,0.0481919416013,0.0481919416013,0.0245848691378,0.00441692122316,0.0345384536427,0.283549702685,0.05775820982
 01/08  04:00:00,0.463281482862,2.83882607238,0.0,2.81223520988,0.0,0.0487991621778,0.0487991621778,0.0487991621778,0.0245848691378,0.00441692122316,0.0332769556732,0.279558387222,0.0621151874277
 01/08  05:00:00,0.493581740213,2.92809576118,0.0,2.89482561889,0.0,0.0502323078654,0.0502323078654,0.0502323078654,0.0245848691378,0.00441692122316,0.0338304829616,0.268998031726,0.100989127299
 01/08  06:00:00,0.70057320682,2.89367911336,0.0,2.85088270541,0.0,0.0494697907922,0.0494697907922,0.0494697907922,0.0245848691378,0.00441692122316,0.0360452309657,0.300180183781,0.27534621092
 01/08  07:00:00,1.11397581642,2.77414391574,0.0,2.6985441572,0.0,0.046826344222,0.046826344222,0.046826344222,0.0565452096987,0.0101589207324,0.0428581977933,0.346828683255,0.600228460715
 01/08  08:00:00,1.31462406054,3.37837151777,0.0,3.26429838767,0.0,0.0566435644702,0.0566435644702,0.0566435644702,0.115548889526,0.0207595305713,0.0522011846794,0.368531461085,0.675409430211
 01/08  09:00:00,1.19302924987,2.82186693631,0.0,2.70432327292,0.0,0.0469266260208,0.0469266260208,0.0469266260208,0.11063191875,0.019876146875,0.0605081669804,0.311572063332,0.632984327913
 01/08  10:00:00,0.998510069103,2.55812851614,0.0,2.43931723609,0.0,0.0423281228357,0.0423281228357,0.0423281228357,0.0565452096987,0.0101589207324,0.0637657254319,0.265173021074,0.55000906933
 01/08  11:00:00,0.904537254061,2.55936766192,0.0,2.45196726335,0.0,0.0425476317622,0.0425476317622,0.0425476317622,0.0467112376283,0.00839214785663,0.0597797549385,0.271409451485,0.465167030391
 01/08  12:00:00,0.83383235511,2.66951132897,0.0,2.54731648485,0.0,0.0442021740662,0.0442021740662,0.0442021740662,0.0467112376283,0.00839214785663,0.0588912012469,0.27149260389,0.393612990422
 01/08  13:00:00,0.775906401943,2.67746658944,0.0,2.54079722525,0.0,0.0440890489601,0.0440890489601,0.0440890489601,0.0467112376283,0.00839214785663,0.0601596923813,0.266919221589,0.339105053527
 01/08  14:00:00,0.748605452721,2.62399944459,0.0,2.50888950007,0.0,0.0435353718529,0.0435353718529,0.0435353718529,0.0467112376283,0.00839214785663,0.0582516037592,0.276149138597,0.305035953027
 01/08  15:00:00,0.73413624978,2.55162072182,0.0,2.43987698272,0.0,0.0423378358095,0.0423378358095,0.0423378358095,0.0491697382757,0.00883384244632,0.0552107169154,0.291698638422,0.276355477911
 01/08  16:00:00,0.77221146602,2.46190213759,0.0,2.32241628654,0.0,0.0402996053151,0.0402996053151,0.0402996053151,0.0614621804744,0.0110423044287,0.0576101118494,0.30791335749,0.283353906462
 01/08  17:00:00,0.929256120983,2.39866366985,0.0,2.18134556763,0.0,0.0378516831546,0.0378516831546,0.0378516831546,0.103256447327,0.018551068589,0.0671024077954,0.364207536,0.327756978117
 01/08  18:00:00,1.21547448431,2.31005218357,0.0,1.96605711517,0.0,0.0341159017129,0.0341159017129,0.0341159017129,0.191761982327,0.034451986089,0.08424901191,0.442453949556,0.417911652719
 01/08  19:00:00,1.47241653175,2.02950741226,0.0,1.75241637131,0.0,0.0304087120474,0.0304087120474,0.0304087120474,0.285184488103,0.0512362872853,0.0852833183682,0.480371446455,0.499402279488
 01/08  20:00:00,1.48181744564,1.83716518375,0.0,1.67736322913,0.0,0.0291063563821,0.0291063563821,0.0291063563821,0.302393901077,0.054328132964,0.076857507091,0.495837793874,0.512763754257
