Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 11/20  13:00:00,0.754306787027,0.131865268022,0.0,0.177522984024,0.0365064990251,0.214029483049,0.0365064990251,0.03495846595,0.0058192934175,0.0622639901125,0.216150130701,0.211290423797
 11/20  14:00:00,0.753719067773,0.110431872932,0.0,0.188454639626,0.0391272518441,0.22758189147,0.0391272518441,0.03495846595,0.0058192934175,0.0604424376324,0.223624481015,0.191497498287
 11/20  15:00:00,0.724223268008,0.1069117066,0.0,0.166501496582,0.0349595615133,0.201461058095,0.0349595615133,0.03907122665,0.0065039161725,0.0575751542404,0.236216404517,0.173600508332
 11/20  16:00:00,0.739800257078,0.134145918531,0.0,0.146355080425,0.0313318286949,0.17768690912,0.0313318286949,0.05552226945,0.0092424071925,0.060077748068,0.249347019934,0.178128903313
 11/20  17:00:00,0.873303152917,0.210420269806,0.0,0.145908141328,0.031796139374,0.177704280702,0.031796139374,0.10076263715,0.0167732574975,0.0696486752187,0.2949338232,0.203685479149
 11/20  18:00:00,1.04444919823,0.334726278051,0.0,0.0991432004775,0.0219563715552,0.121099572033,0.0219563715552,0.17890509045,0.0297810942594,0.0869471592996,0.358297459645,0.259623822538
 11/20  19:00:00,1.30332644226,0.268099185245,0.0,0.158754101081,0.035440358324,0.194194459405,0.035440358324,0.24470926165,0.0407350583394,0.0877534014082,0.389002898773,0.307136362683
 11/20  20:00:00,1.2774575228,0.151923352057,0.0,0.154396045755,0.0346829040683,0.189078949823,0.0346829040683,0.24470926165,0.0407350583394,0.0790499791423,0.401527485786,0.312561788056
 11/20  21:00:00,1.21157810154,0.10167607935,0.0,0.137779141812,0.0311676078286,0.168946749641,0.0311676078286,0.2262018385,0.0376542559419,0.069513467686,0.415331466095,0.284135323676
 11/20  22:00:00,1.09804963059,0.0790630374451,0.0,0.119563070151,0.0272226718988,0.146785742049,0.0272226718988,0.19124337255,0.0318349581075,0.0626217189613,0.405635011634,0.250133827291
 11/20  23:00:00,0.891576626725,0.0562810083008,0.0,0.0914535768328,0.0209253965096,0.112378973342,0.0209253965096,0.14189024415,0.0236194850475,0.054266211623,0.351025118799,0.198601593763
 11/20  24:00:00,0.692226522891,0.0428822820191,0.0,0.0600564980478,0.0138120425587,0.0738685406065,0.0138120425587,0.0987062568,0.01643094612,0.0473090499831,0.305034296597,0.141082432784
 11/21  01:00:00,0.482925627968,0.0319582329834,0.0,0.0338343433722,0.00778020133952,0.0416145447118,0.00778020133952,0.05140950875,0.0085577844375,0.0422493724938,0.252309825464,0.0769895921118
 11/21  02:00:00,0.389382912169,0.0305842913993,0.0,0.0195800607601,0.00450208098554,0.0240821417456,0.00450208098554,0.03084570525,0.0051346706625,0.0399263547249,0.232310888137,0.0472881516489
 11/21  03:00:00,0.353772603239,0.0230767242593,0.0,0.00983182259544,0.00226068511736,0.0120925077128,0.00226068511736,0.0205638035,0.00342311421669,0.0378721346485,0.229617428564,0.0404086145967
 11/21  04:00:00,0.3448944779,0.0228546730942,0.0,0.00414343699461,0.000952710335645,0.00509614733025,0.000952710335645,0.0205638035,0.00342311421669,0.0365273720765,0.226385277077,0.0431037636992
 11/21  05:00:00,0.359858694901,0.0295896872223,0.0,0.00364413334298,0.00083352241313,0.00447765575611,0.00083352241313,0.0205638035,0.00342311421669,0.0369602359269,0.217833542934,0.066805342567
 11/21  06:00:00,0.502272057128,0.0386263013546,0.0,0.0075006011126,0.00172476201008,0.00922536312269,0.00172476201008,0.0226201865034,0.00376542559419,0.0390278840569,0.243084726427,0.174753471423
 11/21  07:00:00,0.800274768698,0.0704909372588,0.0,0.0353998722619,0.00809878822531,0.0434986604872,0.00809878822531,0.03907122665,0.0065039161725,0.0456383004378,0.280860496933,0.374907168017
 11/21  08:00:00,0.954053561079,0.108269592786,0.0,0.0550784594821,0.0125484781029,0.0676269375849,0.0125484781029,0.07608607295,0.0126655209675,0.0545789597035,0.298435320644,0.419865749229
 11/21  09:00:00,0.910603007562,0.112402577022,0.0,0.0883928474582,0.0197443224046,0.108137169863,0.0197443224046,0.0740296926,0.01232320959,0.06224587336,0.252309825464,0.391762236686
 11/21  10:00:00,0.847141945403,0.114227157988,0.0,0.139224701296,0.0298085626919,0.169033263988,0.0298085626919,0.041127607,0.00684622755,0.0652589348866,0.214736064426,0.340344847553
 11/21  11:00:00,0.865872542317,0.102866347768,0.0,0.203770408905,0.0419172427749,0.24568765168,0.0419172427749,0.03495846595,0.0058192934175,0.0612848025729,0.219786301124,0.288541027572
 11/21  12:00:00,0.86548247009,0.117495337742,0.0,0.240561463966,0.0484118976276,0.288973361594,0.0484118976276,0.03495846595,0.0058192934175,0.0606308198731,0.219853637614,0.245451891642
 11/21  13:00:00,0.817121539368,0.131865268022,0.0,0.229536471979,0.0466557812436,0.276192253222,0.0466557812436,0.03495846595,0.0058192934175,0.0622639901125,0.216150130701,0.211942405965
 11/21  14:00:00,0.780790706294,0.110431872932,0.0,0.210738708816,0.0433335500798,0.254072258896,0.0433335500798,0.03495846595,0.0058192934175,0.0604424376324,0.223624481015,0.192078769383
 11/21  15:00:00,0.769061293368,0.1069117066,0.0,0.203522155882,0.042255518902,0.245777674784,0.042255518902,0.03907122665,0.0065039161725,0.0575751542404,0.236216404517,0.174121917003
